Estimate Status,Year,Wave,State,Common Name,Harvest (A+B1) Total Weight (kg),PSE,Landings (no.) without Size Information
FINAL,1994,SEPTEMBER/OCTOBER,NEW YORK,STRIPED BASS,1193541,19.7,0
FINAL,1994,SEPTEMBER/OCTOBER,NORTH CAROLINA,STRIPED BASS,1016,71.9,0
FINAL,1994,SEPTEMBER/OCTOBER,RHODE ISLAND,STRIPED BASS,49651,47.3,1923
FINAL,1994,SEPTEMBER/OCTOBER,VIRGINIA,STRIPED BASS,4873,100.4,0
FINAL,1994,NOVEMBER/DECEMBER,CONNECTICUT,STRIPED BASS,698,99.9,0
FINAL,1994,NOVEMBER/DECEMBER,DELAWARE,STRIPED BASS,15237,102.3,0
FINAL,1994,NOVEMBER/DECEMBER,GEORGIA,STRIPED BASS,0,.,0
FINAL,1994,NOVEMBER/DECEMBER,LOUISIANA,STRIPED BASS,28638,72.9,0
FINAL,1994,NOVEMBER/DECEMBER,MARYLAND,STRIPED BASS,257486,30.8,0
FINAL,1994,NOVEMBER/DECEMBER,MASSACHUSETTS,STRIPED BASS,11262,95.6,0
FINAL,1994,NOVEMBER/DECEMBER,NEW JERSEY,STRIPED BASS,391435,39.9,0
FINAL,1994,NOVEMBER/DECEMBER,NEW YORK,STRIPED BASS,465164,30.3,0
FINAL,1994,NOVEMBER/DECEMBER,NORTH CAROLINA,STRIPED BASS,40741,52,0
FINAL,1994,NOVEMBER/DECEMBER,RHODE ISLAND,STRIPED BASS,29436,69.3,0
FINAL,1994,NOVEMBER/DECEMBER,VIRGINIA,STRIPED BASS,1128167,16.2,0
FINAL,1995,MARCH/APRIL,CONNECTICUT,STRIPED BASS,0,.,0
FINAL,1995,MARCH/APRIL,DELAWARE,STRIPED BASS,4707,94.6,0
FINAL,1995,MARCH/APRIL,GEORGIA,STRIPED BASS,0,.,0
FINAL,1995,MARCH/APRIL,LOUISIANA,STRIPED BASS,0,.,0
FINAL,1995,MARCH/APRIL,MARYLAND,STRIPED BASS,0,.,0
FINAL,1995,MARCH/APRIL,MASSACHUSETTS,STRIPED BASS,0,.,0
FINAL,1995,MARCH/APRIL,NEW JERSEY,STRIPED BASS,2730,75.5,0
FINAL,1995,MARCH/APRIL,NORTH CAROLINA,STRIPED BASS,83097,73.9,0
