Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,2001,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,46507,58
FINAL,2001,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,21599,87.2
FINAL,2001,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,154314,21.8
FINAL,2001,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,229674,30.5
FINAL,2001,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,17911,37.1
FINAL,2001,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,6787,57.7
FINAL,2001,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,105370,17.7
FINAL,2001,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,95952,56.8
FINAL,2001,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,182466,58.3
FINAL,2001,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,988,98.6
FINAL,2001,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,60254,29
FINAL,2001,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,52900,37.9
FINAL,2002,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,47797,69.5
