Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,2008,SEPTEMBER/OCTOBER,GEORGIA,RED SNAPPER,22,80.7
FINAL,2008,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,14,103
FINAL,2008,SEPTEMBER/OCTOBER,SOUTH CAROLINA,RED SNAPPER,0,.
FINAL,2008,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,62749,71
FINAL,2008,NOVEMBER/DECEMBER,GEORGIA,RED SNAPPER,418,50
FINAL,2008,NOVEMBER/DECEMBER,SOUTH CAROLINA,RED SNAPPER,2828,70.5
FINAL,2009,JANUARY/FEBRUARY,FLORIDA,RED SNAPPER,135014,51.6
FINAL,2009,MARCH/APRIL,FLORIDA,RED SNAPPER,160497,42
FINAL,2009,MARCH/APRIL,GEORGIA,RED SNAPPER,4388,79.5
FINAL,2009,MARCH/APRIL,SOUTH CAROLINA,RED SNAPPER,23,100.5
FINAL,2009,MAY/JUNE,FLORIDA,RED SNAPPER,74988,44.7
FINAL,2009,MAY/JUNE,GEORGIA,RED SNAPPER,502,61.9
FINAL,2009,MAY/JUNE,NORTH CAROLINA,RED SNAPPER,161,85.3
FINAL,2009,MAY/JUNE,SOUTH CAROLINA,RED SNAPPER,115,101.6
FINAL,2009,JULY/AUGUST,FLORIDA,RED SNAPPER,25910,57.1
FINAL,2009,JULY/AUGUST,GEORGIA,RED SNAPPER,133,82.4
FINAL,2009,JULY/AUGUST,NORTH CAROLINA,RED SNAPPER,1393,72.7
FINAL,2009,JULY/AUGUST,SOUTH CAROLINA,RED SNAPPER,448,94.8
FINAL,2009,SEPTEMBER/OCTOBER,FLORIDA,RED SNAPPER,19838,64
FINAL,2009,SEPTEMBER/OCTOBER,GEORGIA,RED SNAPPER,33,77
FINAL,2009,SEPTEMBER/OCTOBER,NORTH CAROLINA,RED SNAPPER,749,103.4
FINAL,2009,NOVEMBER/DECEMBER,FLORIDA,RED SNAPPER,0,.
FINAL,2009,NOVEMBER/DECEMBER,NORTH CAROLINA,RED SNAPPER,0,.
